activePeers,direction,level,msg,current_slot,max_slot,estimated_time_remaining,multiAddr,prefix,time,required,suitable,blocksPerSecond,peers,root,slot
31,2,info,Peer connected,,,,/ip4/142.117.232.26/tcp/9000/p2p/16Uiu2HAm2hQy98Rfj1w2V4NV47oyEmhGxLk3mCu8w9JTwnzEb4cr,p2p,2020-10-07T14:15:24Z,,,,,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T14:15:25Z,,,,,8dcfd5418644,4096
,,info,Processing block batch of size 56 starting from  0xf7007b05,4224,461176, 6h41m53s,,initial-sync,2020-10-07T14:15:26Z,,,18.9,31,,
30,,info,Peer disconnected,,,,/ip4/101.179.14.213/tcp/9000/p2p/16Uiu2HAkyCHSSL8qBG9pzHXfFWZMoGKiYeKQ3epTwC68UzeCTvuf,p2p,2020-10-07T14:15:27Z,,,,,,
,,info,Processing block batch of size 58 starting from  0x87bb721e,4288,461176, 6h38m40s,,initial-sync,2020-10-07T14:15:28Z,,,19.1,30,,
,,info,Processing block batch of size 51 starting from  0x6bd685f5,4352,461176, 6h40m43s,,initial-sync,2020-10-07T14:15:31Z,,,19,30,,
29,,info,Peer disconnected,,,,/ip4/51.210.9.77/tcp/9000/p2p/16Uiu2HAmKz9RsaA48TkM6Y4FMUpGa733DBcQiJTU8zcsvfG1DB4z,p2p,2020-10-07T14:15:33Z,,,,,,
,,info,Processing block batch of size 48 starting from  0xc30dc310,4416,461177, 6h50m23s,,initial-sync,2020-10-07T14:15:34Z,,,18.6,29,,
,,info,Processing block batch of size 55 starting from  0x1ac9cf98,4482,461177, 6h50m19s,,initial-sync,2020-10-07T14:15:37Z,,,18.6,29,,
31,2,info,Peer connected,,,,/ip4/109.89.176.168/tcp/13000/p2p/16Uiu2HAmVYBe5rFvFkB8Vk7CJLMwiVM6by45HJd3fmBLbwa7si3Y,p2p,2020-10-07T14:15:38Z,,,,,,
31,2,info,Peer connected,,,,/ip4/145.132.173.251/tcp/9050/p2p/16Uiu2HAmPta5qQL6UckAjaJaoRTnHc1pW3qGuo6cWmm1uko9Ao4Q,p2p,2020-10-07T14:15:39Z,,,,,,
,,info,Processing block batch of size 53 starting from  0xfa5928d9,4544,461177, 6h48m4s,,initial-sync,2020-10-07T14:15:40Z,,,18.6,31,,
30,,info,Peer disconnected,,,,/ip4/173.249.50.221/tcp/9000/p2p/16Uiu2HAmT1Ww1xBA521fFoq8ik5UtEhYrf7GctoUwpGApYfRwePU,p2p,2020-10-07T14:15:42Z,,,,,,
,,info,Processing block batch of size 55 starting from  0xf2f9489a,4608,461178, 6h44m45s,,initial-sync,2020-10-07T14:15:44Z,,,18.8,30,,
,,info,Processing block batch of size 58 starting from  0xb3568856,4672,461178, 6h42m33s,,initial-sync,2020-10-07T14:15:47Z,,,18.9,30,,
,,info,Processing block batch of size 50 starting from  0xea708fa3,4736,461178, 7h56m57s,,initial-sync,2020-10-07T14:15:51Z,,,15.9,30,,
,,info,Processing block batch of size 52 starting from  0x3ba6cfa2,4800,461178, 7h50m58s,,initial-sync,2020-10-07T14:15:54Z,,,16.1,30,,
,,info,Processing block batch of size 54 starting from  0x1d80c943,4864,461179, 7h52m22s,,initial-sync,2020-10-07T14:15:58Z,,,16.1,30,,
,,info,Processing block batch of size 54 starting from  0xa53c777c,4930,461179, 7h50m50s,,initial-sync,2020-10-07T14:16:01Z,,,16.1,30,,
,,info,Processing block batch of size 55 starting from  0xbcdeac27,4992,461179, 7h50m46s,,initial-sync,2020-10-07T14:16:04Z,,,16.1,30,,
,,info,Processing block batch of size 56 starting from  0xa00f2653,5056,461179, 7h53m38s,,initial-sync,2020-10-07T14:16:07Z,,,16.1,30,,
,,info,Processing block batch of size 58 starting from  0x8b186f84,5120,461180, 7h42m4s,,initial-sync,2020-10-07T14:16:11Z,,,16.4,30,,
,,info,Processing block batch of size 54 starting from  0x0bf3bf7d,5184,461180, 7h39m12s,,initial-sync,2020-10-07T14:16:14Z,,,16.6,30,,
29,,info,Peer disconnected,,,,/ip4/74.88.231.176/tcp/9000/p2p/16Uiu2HAmUrDSDW3ZfSmKqeChGhNzhKFBvxS53ewjPsEpPeYmqSee,p2p,2020-10-07T14:16:15Z,,,,,,
28,,info,Peer disconnected,,,,/ip4/77.11.65.80/tcp/9000/p2p/16Uiu2HAmT6NWsUSvpBxCCHgB1CivgDo4ecgtGXTfm8jn2B6KNvYj,p2p,2020-10-07T14:16:16Z,,,,,,
,,info,Processing block batch of size 56 starting from  0xfc12a53b,5248,461180, 7h36m23s,,initial-sync,2020-10-07T14:16:18Z,,,16.6,28,,
,,info,Processing block batch of size 51 starting from  0xf3d7face,5312,461181, 7h40m28s,,initial-sync,2020-10-07T14:16:21Z,,,16.5,28,,
27,,info,Peer disconnected,,,,/ip4/81.169.138.112/tcp/9000/p2p/16Uiu2HAmHPvpL8SPW6gRxaMcuwo56RyZHcSBhpv7ca9cavxuDecE,p2p,2020-10-07T14:16:24Z,,,,,,
,,info,Processing block batch of size 58 starting from  0x2b930c5a,5376,461181, 7h36m15s,,initial-sync,2020-10-07T14:16:25Z,,,16.6,27,,
,,info,Processing block batch of size 56 starting from  0x2877068f,5440,461181, 7h36m11s,,initial-sync,2020-10-07T14:16:29Z,,,16.6,27,,
30,,info,Peer disconnected,,,,/ip4/75.163.53.27/tcp/9000/p2p/16Uiu2HAm9ZW66W9L8fDqiBPHGUPP5xM15eVD78zJVHmMbStBt2mF,p2p,2020-10-07T14:16:30Z,,,,,,
29,2,info,Peer connected,,,,/ip4/159.203.181.204/tcp/9000/p2p/16Uiu2HAkxK5HuFA2T9rkSC5qFMuHS23GSeaaVFpro2d62jSRu5ec,p2p,2020-10-07T14:16:31Z,,,,,,
,,info,Processing block batch of size 51 starting from  0x3800a16c,5504,461182, 7h45m55s,,initial-sync,2020-10-07T14:16:32Z,,,16.3,27,,
29,2,info,Peer connected,,,,/ip4/83.194.103.112/tcp/9000/p2p/16Uiu2HAkyJXEJapvPZD34bPRYqCGAg6vmaoD2rvwrEJ9XHcSzMV6,p2p,2020-10-07T14:16:35Z,,,,,,
,,info,Processing block batch of size 58 starting from  0xe8431f01,5568,461182, 7h40m12s,,initial-sync,2020-10-07T14:16:36Z,,,16.5,28,,
,,info,Processing block batch of size 46 starting from  0x9e3cd61b,5632,461182, 7h54m31s,,initial-sync,2020-10-07T14:16:40Z,,,16,28,,
,,info,Processing block batch of size 57 starting from  0xb16e3e4b,5696,461182, 7h45m43s,,initial-sync,2020-10-07T14:16:43Z,,,16.3,28,,
,,info,Processing block batch of size 55 starting from  0xdf755144,5760,461183, 7h49m59s,,initial-sync,2020-10-07T14:16:46Z,,,16.1,28,,
30,2,info,Peer connected,,,,/ip4/174.59.96.177/tcp/9000/p2p/16Uiu2HAmK1xuPoFckkjE7f5XXPCFkRMFjdFeY6nVQ9zDvTggKaUm,p2p,2020-10-07T14:16:48Z,,,,,,
30,2,info,Peer connected,,,,/ip4/76.118.232.174/tcp/9000/p2p/16Uiu2HAm7aADRuTA2BUyoNqPaiE8jrtmHceeidpfvJTjUtQPspSj,p2p,2020-10-07T14:16:48Z,,,,,,
29,,info,Peer disconnected,,,,/ip4/83.194.103.112/tcp/9000/p2p/16Uiu2HAkyJXEJapvPZD34bPRYqCGAg6vmaoD2rvwrEJ9XHcSzMV6,p2p,2020-10-07T14:16:49Z,,,,,,
,,info,Processing block batch of size 53 starting from  0xb08220f4,5824,461183, 7h54m19s,,initial-sync,2020-10-07T14:16:51Z,,,16,29,,
,,info,Processing block batch of size 49 starting from  0xdd577ccf,5888,461183, 7h57m14s,,initial-sync,2020-10-07T14:16:55Z,,,15.9,29,,
,,info,Processing block batch of size 54 starting from  0x34e0e81e,5953,461184, 8h3m15s,,initial-sync,2020-10-07T14:16:59Z,,,15.7,29,,
28,,info,Peer disconnected,,,,/ip4/174.59.96.177/tcp/9000/p2p/16Uiu2HAmK1xuPoFckkjE7f5XXPCFkRMFjdFeY6nVQ9zDvTggKaUm,p2p,2020-10-07T14:17:01Z,,,,,,
,,info,Processing block batch of size 56 starting from  0x2b1c8068,6016,461184, 9h28m14s,,initial-sync,2020-10-07T14:17:03Z,,,13.3,28,,
30,2,info,Peer connected,,,,/ip4/92.0.73.35/tcp/9151/p2p/16Uiu2HAmT7TpMPVkZhHg5WM6voV8XpHoZ5k8uDAiY24Niqkakvcp,p2p,2020-10-07T14:17:06Z,,,,,,
,,info,Processing block batch of size 49 starting from  0xe27c433c,6082,461184, 9h41m13s,,initial-sync,2020-10-07T14:17:06Z,,,13.1,29,,
,,info,Processing block batch of size 51 starting from  0x0dd04333,6146,461185, 8h6m9s,,initial-sync,2020-10-07T14:17:09Z,,,15.6,29,,
28,,info,Peer disconnected,,,,/ip4/92.0.73.35/tcp/9151/p2p/16Uiu2HAmT7TpMPVkZhHg5WM6voV8XpHoZ5k8uDAiY24Niqkakvcp,p2p,2020-10-07T14:17:11Z,,,,,,
27,,info,Peer disconnected,,,,/ip4/142.117.232.26/tcp/9000/p2p/16Uiu2HAm2hQy98Rfj1w2V4NV47oyEmhGxLk3mCu8w9JTwnzEb4cr,p2p,2020-10-07T14:17:12Z,,,,,,
,,info,Processing block batch of size 56 starting from  0x9238742a,6208,461185, 8h1m27s,,initial-sync,2020-10-07T14:17:12Z,,,15.8,27,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T14:17:16Z,,,,,e54e16cbe1eb,6143
,,info,Processing block batch of size 52 starting from  0x92049734,6272,461185, 7h56m50s,,initial-sync,2020-10-07T14:17:16Z,,,15.9,27,,
29,2,info,Peer connected,,,,/ip4/34.91.184.188/tcp/9005/p2p/16Uiu2HAmHg7RtK7jCVJBJjiJ2rUhkwDhPdr99Pm16QU2ygHVutbo,p2p,2020-10-07T14:17:17Z,,,,,,
,,info,Processing block batch of size 50 starting from  0xca6ad968,6336,461185, 8h2m51s,,initial-sync,2020-10-07T14:17:19Z,,,15.7,28,,
,,info,Processing block batch of size 52 starting from  0xcfffe54f,6400,461186, 6h54m11s,,initial-sync,2020-10-07T14:17:22Z,,,18.3,28,,
30,2,info,Peer connected,,,,/ip4/97.115.170.212/tcp/9000/p2p/16Uiu2HAmSpYD7XxLeZNNcR7nMNL9sHbUrLmXUGTnXRYuvrUFFZzi,p2p,2020-10-07T14:17:22Z,,,,,,
30,2,info,Peer connected,,,,/ip4/160.86.146.228/tcp/9000/p2p/16Uiu2HAmFWASHtpgRRu7U9cM9sWxk2ctjFfvZHSxuvJXURTdUfAr,p2p,2020-10-07T14:17:23Z,,,,,,
,,info,Processing block batch of size 52 starting from  0x3ed28ad4,6464,461186, 6h58m42s,,initial-sync,2020-10-07T14:17:25Z,,,18.1,30,,
29,,info,Peer disconnected,,,,/ip4/67.203.1.170/tcp/9000/p2p/16Uiu2HAkxrG8es9GWEDT18HMcBiaLV2krz6upE8r6qnEoDF8NYj1,p2p,2020-10-07T14:17:28Z,,,,,,
,,info,Processing block batch of size 52 starting from  0xabb32598,6529,461186, 6h55m12s,,initial-sync,2020-10-07T14:17:28Z,,,18.2,29,,
,,info,Processing block batch of size 52 starting from  0x3ebcaec9,6592,461186, 6h54m1s,,initial-sync,2020-10-07T14:17:31Z,,,18.3,29,,
31,2,info,Peer connected,,,,/ip4/77.11.65.80/tcp/9000/p2p/16Uiu2HAmT6NWsUSvpBxCCHgB1CivgDo4ecgtGXTfm8jn2B6KNvYj,p2p,2020-10-07T14:17:32Z,,,,,,
,,info,Processing block batch of size 54 starting from  0x8f9354a4,6657,461187, 6h56m14s,,initial-sync,2020-10-07T14:17:34Z,,,18.2,30,,
30,,info,Peer disconnected,,,,/ip4/51.38.81.165/tcp/9001/p2p/16Uiu2HAkw7M9u3vHLmJMXpeKY44ev32J9dHEr99KbzfH3bprYMF6,p2p,2020-10-07T14:17:36Z,,,,,,
30,2,info,Peer connected,,,,/ip4/92.0.73.35/tcp/9151/p2p/16Uiu2HAmT7TpMPVkZhHg5WM6voV8XpHoZ5k8uDAiY24Niqkakvcp,p2p,2020-10-07T14:17:36Z,,,,,,
,,info,Processing block batch of size 50 starting from  0x0851757d,6722,461187, 6h58m28s,,initial-sync,2020-10-07T14:17:38Z,,,18.1,30,,
29,,info,Peer disconnected,,,,/ip4/92.0.73.35/tcp/9151/p2p/16Uiu2HAmT7TpMPVkZhHg5WM6voV8XpHoZ5k8uDAiY24Niqkakvcp,p2p,2020-10-07T14:17:41Z,,,,,,
,,info,Processing block batch of size 56 starting from  0x4ac301d7,6784,461188, 7h59m19s,,initial-sync,2020-10-07T14:17:44Z,,,15.8,29,,
,,info,Processing block batch of size 49 starting from  0x888b1385,6848,461188, 8h3m51s,,initial-sync,2020-10-07T14:17:47Z,,,15.7,29,,
,,info,Processing block batch of size 55 starting from  0x79ca98d1,6912,461188, 7h59m11s,,initial-sync,2020-10-07T14:17:50Z,,,15.8,29,,
,,info,Processing block batch of size 53 starting from  0x8c045ac6,6976,461188, 9h35m40s,,initial-sync,2020-10-07T14:17:54Z,,,13.2,29,,
31,2,info,Peer connected,,,,/ip4/74.88.231.176/tcp/9000/p2p/16Uiu2HAmUrDSDW3ZfSmKqeChGhNzhKFBvxS53ewjPsEpPeYmqSee,p2p,2020-10-07T14:17:57Z,,,,,,
,,info,Processing block batch of size 55 starting from  0xfdd51a23,7040,461189, 9h24m51s,,initial-sync,2020-10-07T14:17:58Z,,,13.4,30,,
30,,info,Peer disconnected,,,,/ip4/159.203.165.140/tcp/9000/p2p/16Uiu2HAm6n57ZBXvF35QypVKyEJjMmGNQta3CwLA5DJ2cYMKGUXb,p2p,2020-10-07T14:18:00Z,,,,,,
29,,info,Peer disconnected,,,,/ip4/143.178.151.183/tcp/9000/p2p/16Uiu2HAkwd9d3npKmu7tpBYVfYWRwg38iu7xKtczGz6RGhWPa9K2,p2p,2020-10-07T14:18:01Z,,,,,,
29,2,info,Peer connected,,,,/ip4/93.176.171.231/tcp/9000/p2p/16Uiu2HAm7VuUMYxnBLbmBJTytwxEizY4uThoyeTADctwwf7Kn8f3,p2p,2020-10-07T14:18:02Z,,,,,,
,,info,Processing block batch of size 54 starting from  0xcfc1f16f,7105,461189, 7h50m3s,,initial-sync,2020-10-07T14:18:02Z,,,16.1,29,,
28,,info,Peer disconnected,,,,/ip4/97.115.170.212/tcp/9000/p2p/16Uiu2HAmSpYD7XxLeZNNcR7nMNL9sHbUrLmXUGTnXRYuvrUFFZzi,p2p,2020-10-07T14:18:06Z,,,,,,
,,info,Processing block batch of size 54 starting from  0x1e262c33,7168,461189, 7h52m56s,,initial-sync,2020-10-07T14:18:06Z,,,16,28,,
,,info,Processing block batch of size 50 starting from  0x31a89d07,7232,461190, 9h28m52s,,initial-sync,2020-10-07T14:18:10Z,,,13.3,28,,
,,info,Processing block batch of size 53 starting from  0x16835b8a,7296,461190, 9h28m47s,,initial-sync,2020-10-07T14:18:14Z,,,13.3,28,,
30,2,info,Peer connected,,,,/ip4/178.62.123.230/tcp/9000/p2p/16Uiu2HAkuhAy1XZrQ5nsJX3hnpP5xMqQdaD7vUuSgfdJus5ApguC,p2p,2020-10-07T14:18:17Z,,,,,,
,,info,Processing block batch of size 45 starting from  0xac5248d0,7361,461190, 8h6m25s,,initial-sync,2020-10-07T14:18:17Z,,,15.6,29,,
29,,info,Peer disconnected,,,,/ip4/164.68.118.3/tcp/9000/p2p/16Uiu2HAmBNywnWFVkXzGMp98UBA3JdcEP1HkqpSEWJ4SqXhgoTSN,p2p,2020-10-07T14:18:19Z,,,,,,
,,info,Processing block batch of size 45 starting from  0x7a0a371c,7424,461190, 8h22m30s,,initial-sync,2020-10-07T14:18:19Z,,,15.1,28,,
29,2,info,Peer connected,,,,/ip4/71.212.123.114/tcp/9000/p2p/16Uiu2HAkym8851nxNH6HkQnv5MQUhunv91DB2vbfnU2poHyPBR7p,p2p,2020-10-07T14:18:20Z,,,,,,
,,info,Processing block batch of size 38 starting from  0x6ae896db,7489,461191, 8h50m38s,,initial-sync,2020-10-07T14:18:22Z,,,14.2,29,,
29,,info,Peer disconnected,,,,/ip4/92.0.73.35/tcp/9000/p2p/16Uiu2HAmHASD8XGLzsm17dqhAAKtUomfztrVFyfHTEnp7Dq8AwVb,p2p,2020-10-07T14:18:25Z,,,,,,
,,info,Processing block batch of size 44 starting from  0x993776a2,7552,461191, 7h39m36s,,initial-sync,2020-10-07T14:18:25Z,,,16.4,28,,
29,2,info,Peer connected,,,,/ip4/213.182.244.15/tcp/9000/p2p/16Uiu2HAmDzc8osFgRsZwrisF5GmH2vKybFGmYcJDN52pjvsMxX8q,p2p,2020-10-07T14:18:27Z,,,,,,
28,,info,Peer disconnected,,,,/ip4/13.228.56.69/tcp/9001/p2p/16Uiu2HAmKFQCR3AW9pJfQj5J2raYkqbmoSxyeiMaCoMKUSPtZm8H,p2p,2020-10-07T14:18:27Z,,,,,,
,,info,Processing block batch of size 44 starting from  0x8b6b2699,7616,461191, 7h53m57s,,initial-sync,2020-10-07T14:18:28Z,,,15.9,28,,
,,info,Processing block batch of size 43 starting from  0xd5a16e4a,7681,461191, 8h4m31s,,initial-sync,2020-10-07T14:18:31Z,,,15.6,28,,
,,info,Processing block batch of size 43 starting from  0xe6bbbdc3,7744,461192, 8h20m29s,,initial-sync,2020-10-07T14:18:34Z,,,15.1,28,,
,,info,Processing block batch of size 48 starting from  0x4705ca59,7808,461192, 8h15m30s,,initial-sync,2020-10-07T14:18:38Z,,,15.2,28,,
29,,info,Peer disconnected,,,,/ip4/167.172.33.116/tcp/9000/p2p/16Uiu2HAmCAoQCp6jvcD8U9xW5oJqYvMruGy82PkwDJRPZknPeT3L,p2p,2020-10-07T14:18:41Z,,,,,,
,,info,Processing block batch of size 47 starting from  0xfb475870,7872,461192, 8h12m12s,,initial-sync,2020-10-07T14:18:41Z,,,15.3,27,,
,,info,Processing block batch of size 46 starting from  0xa69f6348,7936,461193, 9h17m30s,,initial-sync,2020-10-07T14:18:45Z,,,13.6,27,,
28,2,info,Peer connected,,,,/ip4/70.95.235.194/tcp/9000/p2p/16Uiu2HAmDo5XinaW3y7t6XN7HLDQEv3SmzDgGa4CJoCvXn6ZAV3k,p2p,2020-10-07T14:18:45Z,,,,,,
,,info,Processing block batch of size 38 starting from  0x8267d659,8000,461193, 9h30m3s,,initial-sync,2020-10-07T14:18:49Z,,,13.2,28,,
,,info,Processing block batch of size 53 starting from  0xe79332cc,8065,461193, 9h9m14s,,initial-sync,2020-10-07T14:18:53Z,,,13.8,28,,
30,2,info,Peer connected,,,,/ip4/213.136.82.9/tcp/9000/p2p/16Uiu2HAm7ePPK9vCL4Fo6BTBUZMxqfYgKwqqhNnrdwyRSpo9Kbyw,p2p,2020-10-07T14:18:57Z,,,,,,
,,info,Processing block batch of size 46 starting from  0x9a0a66ce,8128,461194, 10h56m37s,,initial-sync,2020-10-07T14:18:58Z,,,11.5,29,,
31,2,info,Peer connected,,,,/ip4/159.65.222.193/tcp/13000/p2p/16Uiu2HAm4GPgBiju2ZLp9D4MmBphqMZd12oAa3eGzCrrCEbrfvSG,p2p,2020-10-07T14:19:02Z,,,,,,
33,2,info,Peer connected,,,,/ip4/83.85.228.65/tcp/9000/p2p/16Uiu2HAm8ggeCFJAQHjh7LzWieTvR8e22ZL2RUqFrLtskdRHnCBV,p2p,2020-10-07T14:19:07Z,,,,,,
33,2,info,Peer connected,,,,/ip4/70.124.61.6/tcp/9001/p2p/16Uiu2HAmDnJRz7XXsTQRrYLGReBe7ei2JmyZcSQBREvXK34gsnfH,p2p,2020-10-07T14:19:08Z,,,,,,
,,info,Processing block batch of size 52 starting from  0x0498e441,8192,461195, 25h40m49s,,initial-sync,2020-10-07T14:19:17Z,,,4.9,32,,
,,info,Processing block batch of size 40 starting from  0xb6089a28,8258,461196, 27h21m4s,,initial-sync,2020-10-07T14:19:20Z,,,4.6,32,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T14:19:23Z,,,,,0498e4418c85,8192
,,info,Processing block batch of size 52 starting from  0xc3a997fa,8320,461196, 17h28m19s,,initial-sync,2020-10-07T14:19:23Z,,,7.2,32,,
,,info,Processing block batch of size 51 starting from  0xebf68f09,8384,461196, 12h54m2s,,initial-sync,2020-10-07T14:19:28Z,,,9.8,32,,
,,info,Processing block batch of size 46 starting from  0x0167ffbe,8449,461197, 10h26m12s,,initial-sync,2020-10-07T14:19:32Z,,,12.1,32,,
31,,info,Peer disconnected,,,,/ip4/178.62.123.230/tcp/9000/p2p/16Uiu2HAkuhAy1XZrQ5nsJX3hnpP5xMqQdaD7vUuSgfdJus5ApguC,p2p,2020-10-07T14:19:35Z,,,,,,
,,info,Processing block batch of size 47 starting from  0x12fd8aec,8515,461197, 8h43m56s,,initial-sync,2020-10-07T14:19:36Z,,,14.4,31,,
,,info,Processing block batch of size 46 starting from  0x286432af,8576,461197, 10h23m26s,,initial-sync,2020-10-07T14:19:40Z,,,12.1,31,,
,,info,Processing block batch of size 50 starting from  0x8e19c6eb,8641,461197, 10h28m33s,,initial-sync,2020-10-07T14:19:43Z,,,12,31,,
30,,info,Peer disconnected,,,,/ip4/213.136.82.9/tcp/9000/p2p/16Uiu2HAm7ePPK9vCL4Fo6BTBUZMxqfYgKwqqhNnrdwyRSpo9Kbyw,p2p,2020-10-07T14:19:45Z,,,,,,
,,info,Processing block batch of size 44 starting from  0xec4f6997,8704,461198, 8h51m5s,,initial-sync,2020-10-07T14:19:47Z,,,14.2,30,,
,,info,Processing block batch of size 43 starting from  0x2ae5b01f,8768,461198, 9h6m24s,,initial-sync,2020-10-07T14:19:50Z,,,13.8,30,,
,,info,Processing block batch of size 53 starting from  0x088f163d,8832,461198, 8h52m49s,,initial-sync,2020-10-07T14:19:54Z,,,14.2,30,,
,,info,Processing block batch of size 47 starting from  0x943f9fe8,8900,461199, 8h52m44s,,initial-sync,2020-10-07T14:19:58Z,,,14.2,30,,
29,,info,Peer disconnected,,,,/ip4/70.124.61.6/tcp/9001/p2p/16Uiu2HAmDnJRz7XXsTQRrYLGReBe7ei2JmyZcSQBREvXK34gsnfH,p2p,2020-10-07T14:20:01Z,,,,,,
,,info,Processing block batch of size 50 starting from  0x99595d5a,8960,461199, 8h45m14s,,initial-sync,2020-10-07T14:20:02Z,,,14.3,29,,
,,info,Processing block batch of size 45 starting from  0x28e0b509,9025,461199, 8h54m29s,,initial-sync,2020-10-07T14:20:06Z,,,14.1,29,,
,,info,Processing block batch of size 53 starting from  0xd4cf7310,9089,461200, 10h7m40s,,initial-sync,2020-10-07T14:20:10Z,,,12.4,29,,
30,2,info,Peer connected,,,,/ip4/159.203.165.140/tcp/9000/p2p/16Uiu2HAm6n57ZBXvF35QypVKyEJjMmGNQta3CwLA5DJ2cYMKGUXb,p2p,2020-10-07T14:20:11Z,,,,,,
,,info,Processing block batch of size 49 starting from  0x2687d5a8,9152,461200, 10h17m33s,,initial-sync,2020-10-07T14:20:14Z,,,12.2,30,,
,,info,Processing block batch of size 50 starting from  0xa03478e1,9216,461200, 10h9m57s,,initial-sync,2020-10-07T14:20:18Z,,,12.3,30,,
,,info,Processing block batch of size 48 starting from  0x50a6b093,9281,461201, 10h14m51s,,initial-sync,2020-10-07T14:20:22Z,,,12.2,30,,
29,,info,Peer disconnected,,,,/ip4/83.85.228.65/tcp/9000/p2p/16Uiu2HAm8ggeCFJAQHjh7LzWieTvR8e22ZL2RUqFrLtskdRHnCBV,p2p,2020-10-07T14:20:26Z,,,,,,
,,info,Processing block batch of size 53 starting from  0xb9988ebc,9344,461201, 9h55m19s,,initial-sync,2020-10-07T14:20:26Z,,,12.7,29,,
,,info,Processing block batch of size 52 starting from  0x93d2c4eb,9409,461201, 8h13m45s,,initial-sync,2020-10-07T14:20:29Z,,,15.2,29,,
31,2,info,Peer connected,,,,/ip4/104.158.37.9/tcp/9000/p2p/16Uiu2HAkwKock8QahJ5BcXNCauZKAxW2yWmgwvdJQXX3CCBKxxNQ,p2p,2020-10-07T14:20:30Z,,,,,,
30,,info,Peer disconnected,,,,/ip4/104.158.37.9/tcp/9000/p2p/16Uiu2HAkwKock8QahJ5BcXNCauZKAxW2yWmgwvdJQXX3CCBKxxNQ,p2p,2020-10-07T14:20:30Z,,,,,,
,,info,Processing block batch of size 49 starting from  0x5f0dfcb3,9472,461202, 8h20m15s,,initial-sync,2020-10-07T14:20:33Z,,,15.1,29,,
,,info,Processing block batch of size 45 starting from  0x74e57f81,9536,461202, 8h26m55s,,initial-sync,2020-10-07T14:20:37Z,,,14.8,29,,
,,info,Processing block batch of size 47 starting from  0xd341cd20,9600,461202, 8h32m1s,,initial-sync,2020-10-07T14:20:40Z,,,14.7,29,,
30,2,info,Peer connected,,,,/ip4/188.166.236.155/tcp/9000/p2p/16Uiu2HAm9aX5tfd3Uf1H3ecV2aPnyiCK2UZPSvdnVwRpCVMW5DYX,p2p,2020-10-07T14:20:41Z,,,,,,
,,info,Processing block batch of size 52 starting from  0x81ee8993,9664,461203, 8h25m4s,,initial-sync,2020-10-07T14:20:44Z,,,14.9,30,,
,,info,Processing block batch of size 53 starting from  0xbb43ffb2,9728,461203, 8h25m0s,,initial-sync,2020-10-07T14:20:47Z,,,14.9,30,,
,,info,Processing block batch of size 46 starting from  0xc9db6eee,9793,461203, 8h35m18s,,initial-sync,2020-10-07T14:20:50Z,,,14.6,30,,
,,info,Processing block batch of size 51 starting from  0xb0b515ec,9856,461203, 8h31m43s,,initial-sync,2020-10-07T14:20:54Z,,,14.7,30,,
,,info,Processing block batch of size 50 starting from  0xc67ded1b,9920,461204, 8h23m6s,,initial-sync,2020-10-07T14:20:57Z,,,14.9,30,,
29,,info,Peer disconnected,,,,/ip4/159.203.165.140/tcp/9000/p2p/16Uiu2HAm6n57ZBXvF35QypVKyEJjMmGNQta3CwLA5DJ2cYMKGUXb,p2p,2020-10-07T14:21:00Z,,,,,,
,,info,Processing block batch of size 47 starting from  0x8f1f2a77,9984,461204, 8h23m1s,,initial-sync,2020-10-07T14:21:01Z,,,14.9,29,,
38,2,info,Peer connected,,,,/ip4/73.186.246.40/tcp/9000/p2p/16Uiu2HAm8N5N88MkDsjKkocfFdtNeYBaNDC9tQ7FUZx9pqne9oz9,p2p,2020-10-07T14:21:09Z,,,,,,
38,,info,Peer disconnected,,,,/ip4/73.186.246.40/tcp/9000/p2p/16Uiu2HAm8N5N88MkDsjKkocfFdtNeYBaNDC9tQ7FUZx9pqne9oz9,p2p,2020-10-07T14:21:09Z,,,,,,
38,2,info,Peer connected,,,,/ip4/145.14.158.173/tcp/9001/p2p/16Uiu2HAm3PHPxR991fNuEcmdUv3UV947y66wfh1KzQ3rkunu751w,p2p,2020-10-07T14:21:10Z,,,,,,
37,,info,Peer disconnected,,,,/ip4/68.185.171.253/tcp/13000/p2p/16Uiu2HAkuU5bTBws63H62MogsAzyP53bNX4PbyAPZbHWUroZq3T5,p2p,2020-10-07T14:21:11Z,,,,,,
,,info,Processing block batch of size 48 starting from  0x437029ef,10048,461205, 12h47m16s,,initial-sync,2020-10-07T14:21:11Z,,,9.8,29,,
37,2,info,Peer connected,,,,/ip4/23.124.84.197/tcp/13423/p2p/16Uiu2HAmTcHCfxQzQXfgsig4h8M87tFDdSRvzSKfGRU6kCKjYUBG,p2p,2020-10-07T14:21:12Z,,,,,,
36,2,info,Peer connected,,,,/ip4/34.72.230.13/tcp/9001/p2p/16Uiu2HAmEqktKuFkzLu6LwoNnngZXwWTVh52efTF3xsi4iUunSEa,p2p,2020-10-07T14:21:14Z,,,,,,
,,info,Processing block batch of size 47 starting from  0x6ebb0abe,10112,461205, 13h3m8s,,initial-sync,2020-10-07T14:21:14Z,,,9.6,31,,
